UNIVERSIDADE FEDERAL DE MATO GROSSO;DIREITO;33,6;
UNIVERSIDADE FEDERAL DE MATO GROSSO;CIÊNCIAS ECONÔMICAS;69,0;
UNIVERSIDADE FEDERAL DE MATO GROSSO;ENGENHARIA CIVIL;22,6;
UNIVERSIDADE FEDERAL DE MATO GROSSO;PEDAGOGIA;64,5;
UNIVERSIDADE FEDERAL DE MATO GROSSO;SERVIÇO SOCIAL;53,8;
UNIVERSIDADE FEDERAL DE MATO GROSSO;CIÊNCIAS CONTÁBEIS;60,9;
UNIVERSIDADE FEDERAL DE MATO GROSSO;AGRONOMIA;52,5;
UNIVERSIDADE FEDERAL DE MATO GROSSO;ENGENHARIA FLORESTAL;53,8;
UNIVERSIDADE FEDERAL DE MATO GROSSO;MEDICINA;20,0;
UNIVERSIDADE FEDERAL DE MATO GROSSO;ADMINISTRAÇÃO;48,0;
UNIVERSIDADE FEDERAL DE MATO GROSSO;GEOLOGIA;32,8;
UNIVERSIDADE FEDERAL DE MATO GROSSO;ENGENHARIA ELÉTRICA;50,6;
UNIVERSIDADE FEDERAL DE MATO GROSSO;ENFERMAGEM;55,1;
UNIVERSIDADE FEDERAL DE MATO GROSSO;EDUCAÇÃO FÍSICA;60,0;
UNIVERSIDADE FEDERAL DE MATO GROSSO;NUTRIÇÃO;46,7;
UNIVERSIDADE FEDERAL DE MATO GROSSO;CIÊNCIAS CONTÁBEIS;57,0;
UNIVERSIDADE FEDERAL DE MATO GROSSO;PEDAGOGIA;37,1;
UNIVERSIDADE FEDERAL DE MATO GROSSO;GEOGRAFIA;55,8;
UNIVERSIDADE FEDERAL DE MATO GROSSO;HISTÓRIA;53,1;
UNIVERSIDADE FEDERAL DE MATO GROSSO;MATEMÁTICA;85,9;
UNIVERSIDADE FEDERAL DE MATO GROSSO;FÍSICA;92,0;
UNIVERSIDADE FEDERAL DE MATO GROSSO;CIÊNCIAS BIOLÓGICAS;53,7;
UNIVERSIDADE FEDERAL DE MATO GROSSO;CIÊNCIAS BIOLÓGICAS;68,9;
UNIVERSIDADE FEDERAL DE MATO GROSSO;MATEMÁTICA;85,5;
UNIVERSIDADE FEDERAL DE MATO GROSSO;CIÊNCIA DA COMPUTAÇÃO;71,8;
UNIVERSIDADE FEDERAL DE MATO GROSSO;MEDICINA VETERINÁRIA;37,0;
UNIVERSIDADE FEDERAL DE MATO GROSSO;ARQUITETURA E URBANISMO;28,8;
UNIVERSIDADE FEDERAL DE MATO GROSSO;MATEMÁTICA;89,5;
UNIVERSIDADE FEDERAL DE MATO GROSSO;FARMÁCIA;29,8;
UNIVERSIDADE FEDERAL DE MATO GROSSO;LETRAS PORTUGUÊS E INGLÊS;75,0;
UNIVERSIDADE FEDERAL DE MATO GROSSO;LETRAS - LÍNGUA PORTUGUESA;61,7;
UNIVERSIDADE FEDERAL DE MATO GROSSO;LETRAS PORTUGUÊS E FRANCÊS;85,7;
UNIVERSIDADE FEDERAL DE MATO GROSSO;LETRAS - PORTUGUÊS E LITERATURAS;70,6;
UNIVERSIDADE FEDERAL DE MATO GROSSO;LETRAS - LÍNGUA PORTUGUESA;48,9;
UNIVERSIDADE FEDERAL DE MATO GROSSO;LETRAS PORTUGUÊS E ESPANHOL E RESPECTIVAS LITERATURAS;43,9;
UNIVERSIDADE FEDERAL DE MATO GROSSO;COMUNICAÇÃO SOCIAL  - RADIALISMO;58,3;
UNIVERSIDADE FEDERAL DE MATO GROSSO;BIBLIOTECONOMIA;60,5;
UNIVERSIDADE FEDERAL DE MATO GROSSO;INFORMÁTICA;67,7;
UNIVERSIDADE FEDERAL DE MATO GROSSO;CIÊNCIAS BIOLÓGICAS;82,6;
UNIVERSIDADE FEDERAL DE MATO GROSSO;ZOOTECNIA;60,6;
UNIVERSIDADE FEDERAL DE MATO GROSSO;JORNALISMO;35,3;
UNIVERSIDADE FEDERAL DE MATO GROSSO;COMUNICAÇÃO SOCIAL - PUBLICIDADE E PROPAGANDA;35,5;
UNIVERSIDADE FEDERAL DE MATO GROSSO;PSICOLOGIA;28,6;
UNIVERSIDADE FEDERAL DE MATO GROSSO;MÚSICA;69,0;
UNIVERSIDADE FEDERAL DE MATO GROSSO;MEDICINA VETERINÁRIA;46,0;
UNIVERSIDADE FEDERAL DE MATO GROSSO;ENGENHARIA FLORESTAL;53,4;
UNIVERSIDADE FEDERAL DE MATO GROSSO;ENFERMAGEM;56,1;
UNIVERSIDADE FEDERAL DE MATO GROSSO;ZOOTECNIA;54,3;
UNIVERSIDADE FEDERAL DE MATO GROSSO;CIÊNCIAS NATURAIS E MATEMÁTICA - MATEMÁTICA;68,4;
UNIVERSIDADE FEDERAL DE MATO GROSSO;CIÊNCIAS NATURAIS E MATEMÁTICA - QUÍMICA;78,4;
UNIVERSIDADE FEDERAL DE MATO GROSSO;CIÊNCIAS NATURAIS E MATEMÁTICA - FÍSICA;80,6;
UNIVERSIDADE FEDERAL DE MATO GROSSO;AGRONOMIA;44,2;
UNIVERSIDADE FEDERAL DE MATO GROSSO;ENGENHARIA AGRÍCOLA E AMBIENTAL;48,4;
UNIVERSIDADE FEDERAL DE MATO GROSSO;ENGENHARIA MECÂNICA;44,3;
UNIVERSIDADE FEDERAL DE MATO GROSSO;ENFERMAGEM;54,4;
UNIVERSIDADE FEDERAL DE MATO GROSSO;ENGENHARIA DE ALIMENTOS;74,5;
UNIVERSIDADE FEDERAL DE MATO GROSSO;ENFERMAGEM;48,9;
UNIVERSIDADE FEDERAL DE MATO GROSSO;LETRAS - LÍNGUA E LITERATURAS DE LÍNGUA INGLESA;64,7;
UNIVERSIDADE FEDERAL DE MATO GROSSO;FÍSICA;74,7;
UNIVERSIDADE FEDERAL DE MATO GROSSO;QUÍMICA;71,1;
UNIVERSIDADE FEDERAL DE MATO GROSSO;EDUCAÇÃO FÍSICA;43,9;
UNIVERSIDADE FEDERAL DE MATO GROSSO;ENGENHARIA SANITARIA E AMBIENTAL;50,6;
UNIVERSIDADE FEDERAL DE MATO GROSSO;CIÊNCIA DA COMPUTAÇÃO;63,0;
UNIVERSIDADE FEDERAL DE MATO GROSSO;CIÊNCIA E TECNOLOGIA DE ALIMENTOS;68,3;
UNIVERSIDADE FEDERAL DE MATO GROSSO;GEOGRAFIA;82,3;
UNIVERSIDADE FEDERAL DE MATO GROSSO;BIOMEDICINA;59,6;
UNIVERSIDADE FEDERAL DE MATO GROSSO;AGRONOMIA;53,1;
UNIVERSIDADE FEDERAL DE MATO GROSSO;GEOGRAFIA;55,9;
UNIVERSIDADE FEDERAL DE MATO GROSSO;JORNALISMO;53,3;
UNIVERSIDADE FEDERAL DE MATO GROSSO;FARMÁCIA;53,8;
UNIVERSIDADE FEDERAL DE MATO GROSSO;ENGENHARIA AGRÍCOLA E AMBIENTAL;61,2;
UNIVERSIDADE FEDERAL DE MATO GROSSO;PSICOLOGIA;36,7;
UNIVERSIDADE FEDERAL DE MATO GROSSO;SISTEMAS DE INFORMAÇÃO;81,0;
UNIVERSIDADE FEDERAL DE MATO GROSSO;ESTATÍSTICA;79,2;
UNIVERSIDADE FEDERAL DE MATO GROSSO;SAÚDE COLETIVA;69,3;
UNIVERSIDADE FEDERAL DE MATO GROSSO;FÍSICA;89,9;
UNIVERSIDADE FEDERAL DE MATO GROSSO;CIÊNCIAS ECONÔMICAS;56,8;
UNIVERSIDADE FEDERAL DE MATO GROSSO;ENGENHARIA CIVIL;38,8;
UNIVERSIDADE FEDERAL DE MATO GROSSO;DIREITO;47,7;
UNIVERSIDADE FEDERAL DE MATO GROSSO;ZOOTECNIA;52,1;
UNIVERSIDADE FEDERAL DE MATO GROSSO;GEOGRAFIA;74,5;
UNIVERSIDADE FEDERAL DE MATO GROSSO;CIÊNCIAS SOCIAIS;88,6;
UNIVERSIDADE FEDERAL DE MATO GROSSO;FILOSOFIA;91,7;
UNIVERSIDADE FEDERAL DE MATO GROSSO;FILOSOFIA;94,4;
UNIVERSIDADE FEDERAL DE MATO GROSSO;HISTÓRIA;83,0;
UNIVERSIDADE FEDERAL DE MATO GROSSO;QUÍMICA;95,1;
UNIVERSIDADE FEDERAL DE MATO GROSSO;QUÍMICA;72,0;
UNIVERSIDADE FEDERAL DE MATO GROSSO;EDUCAÇÃO FÍSICA;100,0;
UNIVERSIDADE FEDERAL DE MATO GROSSO;GEOGRAFIA;100,0;
UNIVERSIDADE FEDERAL DE MATO GROSSO;CIÊNCIAS SOCIAIS;79,3;
UNIVERSIDADE FEDERAL DE MATO GROSSO;HISTÓRIA;22,7;
UNIVERSIDADE FEDERAL DE MATO GROSSO;CIÊNCIAS BIOLÓGICAS;69,8;
UNIVERSIDADE FEDERAL DE MATO GROSSO;GEOGRAFIA;27,9;
UNIVERSIDADE FEDERAL DE MATO GROSSO;LETRAS - ESPANHOL;28,6;
UNIVERSIDADE FEDERAL DE MATO GROSSO;LETRAS - LÍNGUA E LITERATURAS DE LÍNGUA INGLESA;68,8;
UNIVERSIDADE FEDERAL DE MATO GROSSO;LETRAS - LÍNGUA E LITERATURAS DE LÍNGUA INGLESA;43,3;
UNIVERSIDADE DE BRASÍLIA;FÍSICA;40,9;
UNIVERSIDADE DE BRASÍLIA;GEOLOGIA;34,8;
UNIVERSIDADE DE BRASÍLIA;MATEMÁTICA;92,9;
UNIVERSIDADE DE BRASÍLIA;ESTATÍSTICA;50,0;
UNIVERSIDADE DE BRASÍLIA;PSICOLOGIA;8,8;
UNIVERSIDADE DE BRASÍLIA;CIÊNCIAS BIOLÓGICAS;35,5;
UNIVERSIDADE DE BRASÍLIA;CIÊNCIAS ECONÔMICAS;41,8;
UNIVERSIDADE DE BRASÍLIA;CIÊNCIAS SOCIAIS;38,9;
UNIVERSIDADE DE BRASÍLIA;FILOSOFIA;94,1;
UNIVERSIDADE DE BRASÍLIA;HISTÓRIA;50,0;
UNIVERSIDADE DE BRASÍLIA;SERVIÇO SOCIAL;37,0;
UNIVERSIDADE DE BRASÍLIA;CIÊNCIA DA COMPUTAÇÃO;57,3;
UNIVERSIDADE DE BRASÍLIA;RELAÇÕES INTERNACIONAIS;31,0;
UNIVERSIDADE DE BRASÍLIA;GEOGRAFIA;30,8;
UNIVERSIDADE DE BRASÍLIA;LETRAS;63,2;
UNIVERSIDADE DE BRASÍLIA;LETRAS;77,8;
UNIVERSIDADE DE BRASÍLIA;ARQUITETURA E URBANISMO;23,0;
UNIVERSIDADE DE BRASÍLIA;EDUCAÇÃO ARTÍSTICA;84,2;
UNIVERSIDADE DE BRASÍLIA;AGRONOMIA;39,3;
UNIVERSIDADE DE BRASÍLIA;ENGENHARIA CIVIL;22,7;
UNIVERSIDADE DE BRASÍLIA;ENGENHARIA ELÉTRICA;43,2;
UNIVERSIDADE DE BRASÍLIA;ENGENHARIA MECÂNICA;33,7;
UNIVERSIDADE DE BRASÍLIA;ENGENHARIA FLORESTAL;44,8;
UNIVERSIDADE DE BRASÍLIA;MEDICINA;10,1;
UNIVERSIDADE DE BRASÍLIA;ODONTOLOGIA;25,8;
UNIVERSIDADE DE BRASÍLIA;EDUCAÇÃO FÍSICA;34,8;
UNIVERSIDADE DE BRASÍLIA;ENFERMAGEM;64,8;
UNIVERSIDADE DE BRASÍLIA;NUTRIÇÃO;17,7;
UNIVERSIDADE DE BRASÍLIA;ADMINISTRAÇÃO;22,7;
UNIVERSIDADE DE BRASÍLIA;BIBLIOTECONOMIA;24,1;
UNIVERSIDADE DE BRASÍLIA;COMUNICAÇÃO SOCIAL;80,0;
UNIVERSIDADE DE BRASÍLIA;DIREITO;18,1;
UNIVERSIDADE DE BRASÍLIA;CIÊNCIAS CONTÁBEIS;20,8;
UNIVERSIDADE DE BRASÍLIA;PEDAGOGIA;38,2;
UNIVERSIDADE DE BRASÍLIA;ARTES PLÁSTICAS;62,2;
UNIVERSIDADE DE BRASÍLIA;ARTES CÊNICAS;72,7;
UNIVERSIDADE DE BRASÍLIA;DESENHO INDUSTRIAL;31,6;
UNIVERSIDADE DE BRASÍLIA;ADMINISTRAÇÃO;91,4;
UNIVERSIDADE DE BRASÍLIA;CIÊNCIA POLÍTICA;36,3;
UNIVERSIDADE DE BRASÍLIA;ARQUIVOLOGIA;28,4;
UNIVERSIDADE DE BRASÍLIA;FÍSICA;95,1;
UNIVERSIDADE DE BRASÍLIA;QUÍMICA;57,7;
UNIVERSIDADE DE BRASÍLIA;CIÊNCIAS BIOLÓGICAS;44,8;
UNIVERSIDADE DE BRASÍLIA;MATEMÁTICA;84,1;
UNIVERSIDADE DE BRASÍLIA;LETRAS - PORTUGUÊS;43,0;
UNIVERSIDADE DE BRASÍLIA;PEDAGOGIA;37,3;
UNIVERSIDADE DE BRASÍLIA;EDUCAÇÃO ARTÍSTICA;33,3;
UNIVERSIDADE DE BRASÍLIA;DIREITO;18,0;
UNIVERSIDADE DE BRASÍLIA;LETRAS - ESPANHOL;54,8;
UNIVERSIDADE DE BRASÍLIA;CIÊNCIAS CONTÁBEIS;31,8;
UNIVERSIDADE DE BRASÍLIA;CIÊNCIAS FARMACÊUTICAS;21,1;
UNIVERSIDADE DE BRASÍLIA;MEDICINA VETERINÁRIA;30,0;
UNIVERSIDADE DE BRASÍLIA;COMPUTAÇÃO;72,0;
UNIVERSIDADE DE BRASÍLIA;ENGENHARIA DE REDES DE COMUNICAÇÃO;46,5;
UNIVERSIDADE DE BRASÍLIA;LETRAS - JAPONÊS;63,6;
UNIVERSIDADE DE BRASÍLIA;MATEMÁTICA;80,5;
UNIVERSIDADE DE BRASÍLIA;FÍSICA;53,8;
UNIVERSIDADE DE BRASÍLIA;PSICOLOGIA;26,3;
UNIVERSIDADE DE BRASÍLIA;MÚSICA;25,0;
UNIVERSIDADE DE BRASÍLIA;LETRAS - FRANCÊS;89,2;
UNIVERSIDADE DE BRASÍLIA;MÚSICA - COMPOSIÇÃO;42,9;
UNIVERSIDADE DE BRASÍLIA;DESENHO INDUSTRIAL - PROJETO DO PRODUTO;30,6;
UNIVERSIDADE DE BRASÍLIA;FILOSOFIA;57,1;
UNIVERSIDADE DE BRASÍLIA;CIÊNCIAS SOCIAIS;69,4;
UNIVERSIDADE DE BRASÍLIA;LETRAS - INGLÊS;28,0;
UNIVERSIDADE DE BRASÍLIA;LETRAS - INGLÊS;60,0;
UNIVERSIDADE DE BRASÍLIA;LETRAS - LÍNGUA PORTUGUESA;25,6;
UNIVERSIDADE DE BRASÍLIA;LETRAS - FRANCÊS;76,2;
UNIVERSIDADE DE BRASÍLIA;ENFERMAGEM;20,9;
UNIVERSIDADE DE BRASÍLIA;COMUNICAÇÃO SOCIAL - PUBLICIDADE E PROPAGANDA;21,1;
UNIVERSIDADE DE BRASÍLIA;LETRAS - TRADUÇÃO INGLÊS;36,7;
UNIVERSIDADE DE BRASÍLIA;CIÊNCIAS SOCIAIS;51,2;
UNIVERSIDADE DE BRASÍLIA;HISTÓRIA;25,0;
UNIVERSIDADE DE BRASÍLIA;LETRAS - TRADUÇÃO FRANCÊS;65,8;
UNIVERSIDADE DE BRASÍLIA;JORNALISMO;20,8;
UNIVERSIDADE DE BRASÍLIA;LETRAS - LÍNGUA PORTUGUESA;39,3;
UNIVERSIDADE DE BRASÍLIA;CIÊNCIAS SOCIAIS;53,1;
UNIVERSIDADE DE BRASÍLIA;DESENHO INDUSTRIAL - PROGRAMAÇÃO VISUAL;29,2;
UNIVERSIDADE DE BRASÍLIA;ENFERMAGEM;80,0;
UNIVERSIDADE DE BRASÍLIA;FILOSOFIA;45,7;
UNIVERSIDADE DE BRASÍLIA;FÍSICA COM HABILITAÇÃO EM FÍSICA COMPUTACIONAL;77,8;
UNIVERSIDADE DE BRASÍLIA;FÍSICA;57,1;
UNIVERSIDADE DE BRASÍLIA;GEOGRAFIA;33,3;
UNIVERSIDADE DE BRASÍLIA;HISTÓRIA;44,4;
UNIVERSIDADE DE BRASÍLIA;MATEMÁTICA;65,4;
UNIVERSIDADE DE BRASÍLIA;PSICOLOGIA;41,2;
UNIVERSIDADE DE BRASÍLIA;LETRAS - PORTUGUÊS DO BRASIL COMO SEGUNDA LÍNGUA;53,4;
UNIVERSIDADE DE BRASÍLIA;CIÊNCIAS BIOLÓGICAS;3,8;
UNIVERSIDADE DE BRASÍLIA;CIÊNCIAS BIOLÓGICAS;54,5;
UNIVERSIDADE DE BRASÍLIA;CIÊNCIAS SOCIAIS;12,5;
UNIVERSIDADE DE BRASÍLIA;ARTES PLÁSTICAS;59,1;
UNIVERSIDADE DE BRASÍLIA;COMUNICAÇÃO SOCIAL - AUDIOVISUAL;26,1;
UNIVERSIDADE DE BRASÍLIA;ENGENHARIA MECATRÔNICA;46,4;
UNIVERSIDADE DE BRASÍLIA;GESTÃO DO AGRONEGÓCIO;36,4;
UNIVERSIDADE DE BRASÍLIA;CIÊNCIAS NATURAIS;48,1;
UNIVERSIDADE DE BRASÍLIA;ADMINISTRAÇÃO;65,7;
UNIVERSIDADE DE BRASÍLIA;EDUCAÇÃO DO CAMPO;24,2;
UNIVERSIDADE DE BRASÍLIA;CIÊNCIAS NATURAIS;68,2;
UNIVERSIDADE DE BRASÍLIA;GESTÃO AMBIENTAL;45,5;
UNIVERSIDADE DE BRASÍLIA;FARMÁCIA;21,1;
UNIVERSIDADE DE BRASÍLIA;FISIOTERAPIA;43,0;
